code,Barcode,name,Compcode,Compname,Pack,Unit,Location,Expiry,Generic,Saltcode,Strength,saltcode1,Strength1,saltcode2,Strength2,saltcode3,Strength3,Saltcode4,Strength4,Saltcode5,Strength5,Substitute,Saltno,Prate,Tsr,Psc,ptax,Excise,Scm1,scm2,Srate,Sc,Saletype,Stax,Wsrate,Add_sc,Add_tsr,Costrate,opqty,Clqty,status,Vdt,Batchcode,cname_bc,Defqty,BarcodeQty,splrate,Mrp,Ssc,WsNet,SplNet,Hscm,Box,CommonItem,Sscm1,FDis,Sscm2,FDisP,currentScm,ScmFrom,ScmTo,CurrScm1,CurrScm2,TrimName,PresReq,Division,QScm,SconMrp,VAT,Margin,Inclusive,ItemCat,Gdn,PRateCase,PRateBox,Desc1,Desc2,MinQty,MaxQty,ItCase,TRate,Wr,Pic,Mfg,TempOpqty,TempClqty,TempAmt,TempAmt1,TempAmt2,TaxonMrp,ScmPer,IWeight,SubStrenght,ItemRef,MaxInvQty,MaxQtyWr,OpFreeQty,VATonSrate,Exon,ExPer,UnitType,MfgQty,mTag,DisContinue,MfgBy,Vol,VDisP,VDisS,FDisWR,LastYearCost,OpAddQty,SaleLessQty,SplDisQty,SplDisPer,MinGP,LockScm,FullName,RateLock,MinRate,PurExciseAsRate,PurNetRate,CostWFQ,LockBilling,SameBatchCost,EsCode,FdisPWS,ItemType,ItemGroup,HSNCode,CGST,SGST,IGST,GSTCess,IucCode,Flag,miscsettings,SyncMark
730,01319,MOZEP-4mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,73.61,0.00,0.00,0.00,0.00,0,0,81.79,0.00,1,0.00,0.00,N,N,73.61,35,4,,09-Jul-08,N,Y,N,0,$0.00,$114.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MOZEP4mg,N,AQUILA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLMOZEPTB000400,,30,27,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MOZEP-4mg,1,0,0,0,73.61,N,52.07,0,,00,0,30049089,6,6,12,0,,,,
731,01320,TRANCODOL-1.50mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,8.04,0.00,0.00,0.00,0.00,0,0,8.93,0.00,1,0.00,0.00,N,N,8.04,16,0,,09-Jul-08,N,Y,N,0,$0.00,$12.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,TRANCODOL150mg,N,ALTIMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLTRANCDT1X5000,,14,14,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,TRANCODOL-1.50mg,1,0,0,0,8.04,N,7.27,0,,00,0,30049089,6,6,12,0,,,,
732,01321,FELICITA CAP.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,61.26,0.00,0.00,0.00,0.00,0,0,61.26,0.00,1,0.00,0.00,N,N,55.13,0,0,,09-Jul-08,N,Y,N,0,$0.00,$86.72,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FELICITACAP,N,ASTERA,N,0,12.5,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FELICITA CAP.,1,0,0,0,55.13,N,55.13,0,,00,0,21069099,9,9,18,0,,,,
733,01322,TRETIVA-5mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,65.57,0.00,0.00,0.00,0.00,0,0,72.86,0.00,1,0.00,0.00,N,N,65.57,23,12,,09-Jul-08,N,Y,N,0,$0.00,$102.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,TRETIVA5mg,N,AYOKKA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLTRETICP000500,,20,20,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,TRETIVA-5mg,1,0,0,0,65.57,N,46.29,0,,00,0,30045039,6,6,12,0,,,,
734,01323,RABIROS-D CAP.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,142.07,0.00,0.00,0.00,0.00,0,0,157.86,0.00,1,0.00,0.00,N,N,118.39,126,28,,09-Jul-08,N,Y,N,0,$0.00,$221.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,RABIROSDCAP,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,23,21,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,RABIROS-D CAP.,1,0,0,0,118.39,N,47.42,0,0,00,0,30049079,6,6,12,0,,,,
735,01324,RABIROS-IT CAP.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,106.07,0.00,0.00,0.00,0.00,0,0,117.86,0.00,1,0.00,0.00,N,N,106.07,3,6,,09-Jul-08,N,Y,N,0,$0.00,$165.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,RABIROSITCAP,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,3,12,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,RABIROS-IT CAP.,1,0,0,0,106.07,N,76.5,0,,00,0,30049039,6,6,12,0,,,,
736,01325,BONMIN CAP.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,85.59,0.00,0.00,0.00,0.00,10,1,94.57,0.00,1,0.00,0.00,N,N,77.83,13,0,,09-Jul-08,N,Y,N,0,$0.00,$122.86,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,BONMINCAP,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,13,13,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,BONMIN CAP.,1,0,0,0,85.59,N,77.83,0,,00,0,30045039,6,6,12,0,,,,
737,01326,EROFICA-90 mg TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,73.74,0.00,0.00,0.00,0.00,10,1,81.47,0.00,1,0.00,0.00,N,N,67.03,7,0,,09-Jul-08,N,Y,N,0,$0.00,$105.85,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,EROFICA90mgTAB,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,7,7,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,EROFICA-90 mg TAB.,1,0,0,0,73.74,N,67.03,0,,00,0,30049069,6,6,12,0,,,,
738,01327,ITWORKS,1,INTAS,1*100GM.,1,,Y,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,183.38,0.00,0.00,0.00,0.00,0,0,203.75,0.00,1,0.00,0.00,N,N,183.38,13,15,,09-Jul-08,N,Y,N,0,$0.00,$285.25,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ITWORKS,N,ARRON,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLITWORPWXXXX00,,10,10,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ITWORKS,1,0,0,0,183.38,N,97.71,0,0,00,0,30049011,6,6,12,0,,,,
739,01328,FOSTERA-5mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,86.14,0.00,0.00,0.00,0.00,0,0,95.71,0.00,1,0.00,0.00,N,N,86.14,48,35,,09-Jul-08,N,Y,N,0,$0.00,$134.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FOSTERA5mg,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLFOSTETB000500,,46,34,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FOSTERA-5mg,1,0,0,0,86.14,N,46.29,0,,00,0,30049088,6,6,12,0,,,,
740,01329,RABIROS-20 mg TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,70.07,0.00,0.00,0.00,0.00,0,0,77.86,0.00,1,0.00,0.00,N,N,58.40,104,26,,09-Jul-08,N,Y,N,0,$0.00,$109.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,RABIROS20mgTAB,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,87,87,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,RABIROS-20 mg TAB.,1,0,0,0,58.4,N,44.99,0,,00,0,30049079,6,6,12,0,,,,
741,01330,ESPIN-H,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,46.61,0.00,0.00,0.00,0.00,0,0,51.79,0.00,1,0.00,0.00,N,N,42.42,252,202,,09-Jul-08,N,Y,N,0,$0.00,$72.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ESPINH,N,PHARMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLESPINTBXXXX00,,173,200,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ESPIN-H,1,0,0,0,42.42,N,25.71,0,,00,0,30049079,6,6,12,0,,,,
742,01331,TRUZEP-5mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,0.00,0.00,0.00,0.00,0.00,0,0,34.68,0.00,1,0.00,0.00,N,N,0.00,0,0,,09-Jul-08,N,Y,N,0,$0.00,$44.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,TRUZEP5mg,N,ALECTA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,TRUZEP-5mg,1,0,0,0,0,N,0,0,,00,0,,0,0,0,0,,,,
743,01332,MOZEP-2mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,64.93,0.00,0.00,0.00,0.00,0,0,72.14,0.00,1,0.00,0.00,N,N,64.93,41,29,,09-Jul-08,N,Y,N,0,$0.00,$101.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MOZEP2mg,N,AQUILA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLMOZEPTB000200,,22,10,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MOZEP-2mg,1,0,0,0,64.93,N,38.57,0,,00,0,30049089,6,6,12,0,,,,
744,01333,THREAD CONE,3,THREAD,1*200GM.,1,,N,N,0,,0,,0,,0,,0,,0,,,0,55.25,0.00,0.00,0.00,0.00,0,0,65.00,0.00,1,0.00,0.00,N,N,55.25,2464,2464,,09-Jul-08,N,Y,N,0,$0.00,$80.00,$0.00,N,N,N,0,N,0,N,0,0,N,,,0,0,THREADCONE,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0,,0,0,0,0,0,0,,THREAD CONE,1,0,0,,55.25,N,55.25,0,,00,0,,0,0,0,0,,,,
745,01334,VOGLITAB-0.2 MG TAB.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,114.43,0.00,0.00,0.00,0.00,0,0,127.14,0.00,1,0.00,0.00,N,N,114.43,65,26,,09-Jul-08,N,Y,N,0,$0.00,$178.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VOGLITAB02MGTAB,N,XENITH,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLVOGLITBX20001,,35,35,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VOGLITAB-0.2 MG TAB.,1,0,0,0,114.43,N,44.33,0,0,00,0,30049099,6,6,12,0,,,,
746,01335,VOGLITAB-0.3 MG TAB.,1,INTAS,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,149.79,0.00,0.00,0.00,0.00,0,0,166.43,0.00,1,0.00,0.00,N,N,149.79,41,21,,09-Jul-08,N,Y,N,0,$0.00,$233.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,VOGLITAB03MGTAB,N,XENITH,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLVOGLITBX30004,,31,39,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,VOGLITAB-0.3 MG TAB.,1,0,0,0,149.79,N,87.75,0,0,00,0,30049099,6,6,12,0,,,,
747,01336,QUTAN-SR-100mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,90.16,0.00,0.00,0.00,0.00,0,0,100.18,0.00,1,0.00,0.00,N,N,90.16,16,20,,09-Jul-08,N,Y,N,0,$0.00,$140.25,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,QUTANSR100mg,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLQUTANTB010001,,17,14,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,QUTAN-SR-100mg,1,0,0,0,90.16,N,51.96,0,,00,0,30049089,6,6,12,0,,,,
748,01337,AMITONE-25mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,17.92,0.00,0.00,0.00,0.00,0,0,19.91,0.00,1,0.00,0.00,N,N,17.92,52,33,,09-Jul-08,N,Y,N,0,$0.00,$27.88,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMITONE25mg,N,ASTERA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLAMITOTB002500,,45,39,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMITONE-25mg,1,0,0,0,17.92,N,14.94,0,,00,0,30049089,6,6,12,0,,,,
749,01338,POLYSTER CONE,3,THREAD,1*250GM.,1,,N,N,0,,0,,0,,0,,0,,0,,,0,20.00,0.00,0.00,0.00,0.00,0,0,25.00,0.00,1,0.00,0.00,N,N,20.00,0,0,,09-Jul-08,N,Y,N,0,$0.00,$30.00,$0.00,N,N,N,0,N,0,N,0,0,N,,,0,0,POLYSTERCONE,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0,,0,0,0,0,0,0,,POLYSTER CONE,1,0,0,,20,N,20,0,,00,0,,0,0,0,0,,,,
750,01339,SPADE POLY,3,THREAD,1*100GM.,1,,N,N,0,,0,,0,,0,,0,,0,,,0,36.40,0.00,0.00,0.00,0.00,0,0,36.40,0.00,1,0.00,0.00,N,N,33.95,170,170,,09-Jul-08,N,Y,N,0,$0.00,$45.00,$0.00,N,N,N,0,N,0,N,0,0,N,,,0,0,SPADEPOLY,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0,,0,0,0,0,0,0,,SPADE POLY,1,0,0,,33.95,N,33.95,0,,00,0,,0,0,0,0,,,,
751,01340,CONE,3,THREAD,1*200GM.,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,90.00,0.00,0.00,0.00,0.00,0,0,100.00,0.00,1,0.00,0.00,N,N,90.00,345,345,,09-Jul-08,N,Y,N,0,$0.00,$110.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CONE,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CONE,1,0,0,,90,N,90,0,,00,0,,0,0,0,0,,,,
752,01341,RANGOLI THREAD,3,THREAD,1*50GM.,1,,N,N,0,,0,,0,,0,,0,,0,,,0,25.50,0.00,0.00,0.00,0.00,0,0,35.00,0.00,1,0.00,0.00,N,N,25.50,287,287,,09-Jul-08,N,Y,N,0,$0.00,$40.00,$0.00,N,N,N,0,N,0,N,0,0,N,,,0,0,RANGOLITHREAD,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0,,0,0,0,0,0,0,,RANGOLI THREAD,1,0,0,,25.5,N,25.5,0,,00,0,,0,0,0,0,,,,
753,01342,THREAD REEL,3,THREAD,1*400MT.,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,0.00,0.00,0.00,0.00,0.00,0,0,25.00,0.00,1,0.00,0.00,N,N,0.00,1330,1330,,09-Jul-08,N,Y,N,0,$0.00,$20.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,THREADREEL,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,THREAD REEL,1,0,0,0,0,N,0,0,,00,0,,0,0,0,0,,,,
754,01343,KRISHNA THREAD,3,THREAD,1*900MT.,1,,N,N,0,,0,,0,,0,,0,,0,,,0,27.79,0.00,0.00,0.00,0.00,0,0,30.00,0.00,1,0.00,0.00,N,N,25.17,325,325,,09-Jul-08,N,Y,N,0,$0.00,$35.00,$0.00,N,N,N,0,N,0,N,0,0,N,,,0,0,KRISHNATHREAD,N,00,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0,,0,0,0,0,0,0,,KRISHNA THREAD,1,0,0,,25.17,N,25.17,0,,00,0,,0,0,0,0,,,,
755,01344,CEFTAS-CV-200mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,223.39,0.00,0.00,0.00,0.00,0,0,248.21,0.00,1,0.00,0.00,N,N,203.29,184,23,,09-Jul-08,N,Y,N,0,$0.00,$347.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,CEFTASCV200mg,N,ALAIRA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLCEFTATB020005,,77,59,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,CEFTAS-CV-200mg,1,0,0,0,203.29,N,131.79,0,0,00,0,30042019,6,6,12,0,,,,
756,01345,BETHIN TAB.,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,0.00,0.00,0.00,0.00,0.00,0,0,44.62,0.00,1,0.00,0.00,N,N,0.00,0,0,,09-Jul-08,N,Y,N,0,$0.00,$58.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,BETHINTAB,N,PHARMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,BETHIN TAB.,1,0,0,0,0,N,0,0,,00,0,,0,0,0,0,,,,
757,01346,PIONORM-M-15 mg TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,70.07,0.00,0.00,0.00,0.00,0,0,77.86,0.00,1,0.00,0.00,N,N,70.07,46,10,,09-Jul-08,N,Y,N,0,$0.00,$109.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PIONORMM15mgTAB,N,CARSYON-4,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,9,8,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PIONORM-M-15 mg TAB.,1,0,0,0,70.07,N,49.82,0,0,00,0,30043190,6,6,12,0,,,,
758,01347,LOSARTAS-100mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,72.80,0.00,0.00,0.00,0.00,0,0,72.80,0.00,1,0.00,0.00,N,N,65.52,0,0,,09-Jul-08,N,Y,N,0,$0.00,$95.55,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,LOSARTAS100mg,N,VECTOR,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,LOSARTAS-100mg,1,0,0,0,65.52,N,65.52,0,,00,0,,0,0,0,0,,,,
759,01348,FREXT-100mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,243.96,0.00,0.00,0.00,0.00,0,0,271.07,0.00,1,0.00,0.00,N,N,243.96,31,18,,09-Jul-08,N,Y,N,0,$0.00,$379.50,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,FREXT100mg,N,ALTIMA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLFREXTTB010000,,26,26,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,FREXT-100mg,1,0,0,0,243.96,N,156.86,0,,00,0,30049099,6,6,12,0,,,,
760,01349,HALD-200mg,1,INTAS,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,256.66,0.00,0.00,0.00,0.00,0,0,285.18,0.00,1,0.00,0.00,N,N,123.20,209,36,,09-Jul-08,N,Y,N,0,$0.00,$399.25,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,HALD200mg,N,SYBELLA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLHALDXCP020000,,166,68,0,0,0,N,0,0,+++,N,0,,0,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,HALD-200mg,1,0,0,0,256.66,N,106.84,0,,00,0,30043190,6,6,12,0,,,,
761,01350,ANTIPREG TAB.,1,INTAS,1*1,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,44.12,0.00,0.00,0.00,0.00,0,0,82.35,0.00,1,0.00,0.00,N,N,39.71,0,0,,09-Jul-08,N,Y,N,0,$0.00,$325.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,ANTIPREGTAB,N,SYBELLA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,ANTIPREG TAB.,1,0,0,0,39.71,N,39.71,0,,00,0,30049099,6,6,12,0,,,,
762,01351,MISOLOG 200mg TAB.,1,INTAS,1*4,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,45.14,0.00,0.00,0.00,0.00,0,0,50.14,0.00,1,0.00,0.00,N,N,30.29,0,0,,09-Jul-08,N,Y,N,0,$0.00,$70.20,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,MISOLOG200mgTAB,N,SYBELLA,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,IPLMISOLTB020000,,-118,-118,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,MISOLOG 200mg TAB.,1,0,0,0,30.29,N,29.19,0,,00,0,30049099,6,6,12,0,,,,
763,,PIONORM-M-30 mg TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,74.06,0.00,0.00,0.00,0.00,0,0,82.29,0.00,1,0.00,0.00,N,N,74.06,13,0,,09-Jul-08,N,Y,N,0,$0.00,$108.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,PIONORMM30mgTAB,N,CARSYON-4,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,13,13,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,PIONORM-M-30 mg TAB.,1,0,0,0,74.06,N,74.06,0,0,00,0,30043190,6,6,12,0,,,,
764,01353,S-AMLONG-5 mg TAB.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,78.43,0.00,0.00,0.00,0.00,0,0,87.14,0.00,1,0.00,0.00,N,N,78.43,63,17,,09-Jul-08,N,Y,N,0,$0.00,$122.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,SAMLONG5mgTAB,N,CARSYON-1,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,60,60,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,S-AMLONG-5 mg TAB.,1,0,0,0,78.43,N,57.13,0,,00,0,30049082,6,6,12,0,,,,
765,01354,OSTOGARD-50 mg CAP.,2,MICRO,1*10,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,34.75,0.00,0.00,0.00,0.00,0,0,38.43,0.00,1,0.00,0.00,N,N,34.75,0,0,,09-Jul-08,N,Y,N,0,$0.00,$50.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,OSTOGARD50mgCAP,N,HEALTHCARE,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,0,0,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,OSTOGARD-50 mg CAP.,1,0,0,0,34.75,N,34.75,0,,00,0,,0,0,0,0,,,,
766,01355,AMLONG-MT-50 mg TAB.,2,MICRO,1*15,1,,N,N,0,,0,,0,,0,,0,,0,,0+0+0+0,0,158.14,0.00,0.00,0.00,0.00,0,0,175.71,0.00,1,0.00,0.00,N,N,158.14,329,-30,,09-Jul-08,N,Y,N,0,$0.00,$246.00,$0.00,N,N,N,0,N,0,N,0,0,N,10-Aug-02,10-Aug-02,0,0,AMLONGMT50mgTAB,N,CARSYON-1,N,0,4,0,N,0,0,0,0,77500000,,0,0,0,0,W,,,-511,-524,0,0,0,N,0,0,+++,N,0,,,N,M,0,0,0,,N,,0,0,0, ,0,0,0,0,0,0,,AMLONG-MT-50 mg TAB.,1,0,0,0,158.14,N,49.82,0,0,00,0,30049079,6,6,12,0,,,,
